4,ATMOS,1,1,third,false
4,ATMOS,2,1,third,false
4,ATMOS,3,1,third,false
4,ATMOS,4,1,third,false
4,ATMOS,5,1,third,false
4,ATMOS,6,1,third,false
4,ATMOS,7,1,third,false
4,ATMOS,8,1,third,false
4,ATMOS,9,1,third,false
4,ATMOS,10,1,third,false
4,ATMOS,11,1,third,false
4,ATMOS,12,1,third,false
4,ATMOS,13,1,third,false
4,ATMOS,14,1,third,false
4,ATMOS,15,1,third,false
4,ATMOS,16,1,third,false
4,ATMOS,17,1,third,false
4,ATMOS,18,1,third,false
4,ATMOS,19,1,third,false
4,ATMOS,20,1,third,false
4,ATMOS,21,1,third,false
4,ATMOS,22,1,third,false
4,ATMOS,23,1,third,false
4,ATMOS,24,1,third,false
4,ATMOS,25,2,third,false
4,ATMOS,26,2,third,false
4,ATMOS,27,2,third,false
4,ATMOS,28,2,third,false
4,ATMOS,29,2,third,false
4,ATMOS,30,2,third,false
4,ATMOS,31,2,third,false
4,ATMOS,32,2,third,false
4,ATMOS,33,2,third,false
4,ATMOS,34,2,third,false
4,ATMOS,35,2,third,false
4,ATMOS,36,2,third,false
4,ATMOS,37,2,third,false
4,ATMOS,38,2,third,false
4,ATMOS,39,2,third,false
4,ATMOS,40,2,third,false
4,ATMOS,41,2,third,false
4,ATMOS,42,2,third,false
4,ATMOS,43,2,third,false
4,ATMOS,44,2,third,false
4,ATMOS,45,2,third,false
4,ATMOS,46,2,third,false
4,ATMOS,47,2,third,false
4,ATMOS,48,2,third,false
4,ATMOS,49,3,third,false
4,ATMOS,50,3,third,false
4,ATMOS,51,3,third,false
4,ATMOS,52,3,third,false
4,ATMOS,53,3,third,false
4,ATMOS,54,3,third,false
4,ATMOS,55,3,third,false
4,ATMOS,56,3,third,false
4,ATMOS,57,3,third,false
4,ATMOS,58,3,third,false
4,ATMOS,59,3,third,false
4,ATMOS,60,3,third,false
4,ATMOS,61,3,third,false
4,ATMOS,62,3,third,false
4,ATMOS,63,3,third,false
4,ATMOS,64,3,second,false
4,ATMOS,65,3,second,false
4,ATMOS,66,3,second,false
4,ATMOS,67,3,second,false
4,ATMOS,68,3,second,false
4,ATMOS,69,3,second,false
4,ATMOS,70,3,second,false
4,ATMOS,71,3,second,false
4,ATMOS,72,3,second,false
4,ATMOS,73,4,second,false
4,ATMOS,74,4,second,false
